Sample_Code;Station;Island;Sampling_Site;Island_Side;Genus;Species;Species_Code;Sample_Year;Zone;Habitat;Inhabitated;Distance_Makassar_km;N;Depth_m;Relative_Depth;Substrate
BaBaW2;BBW;Barangbaringan;BN1;West;Amphistegina;lessonii;Amphistegina_lessonii;1997;1;slope;no;11;20;2;0.25;RA
BaBaW2;BBW;Barangbaringan;BN1;West;Amphistegina;lobifera;Amphistegina_lobifera;1997;1;slope;no;11;140;2;0.25;RA
BaBaW2;BBW;Barangbaringan;BN1;West;Amphistegina;radiata;Amphistegina_radiata;1997;1;slope;no;11;15;2;0.25;RA
BaBaW2;BBW;Barangbaringan;BN1;West;Calcarina;sp2;Calcarina_sp2;1997;1;slope;no;11;35;2;0.25;RA
BaBaW3;BBW;Barangbaringan;BN1;West;Amphistegina;lessonii;Amphistegina_lessonii;1997;1;slope;no;11;35;3;0.375;RA
BaBaW3;BBW;Barangbaringan;BN1;West;Amphistegina;lobifera;Amphistegina_lobifera;1997;1;slope;no;11;158;3;0.375;RA
BaBaW3;BBW;Barangbaringan;BN1;West;Amphistegina;radiata;Amphistegina_radiata;1997;1;slope;no;11;120;3;0.375;RA
BaBaW3;BBW;Barangbaringan;BN1;West;Calcarina;sp2;Calcarina_sp2;1997;1;slope;no;11;11;3;0.375;RA
BaBaW3;BBW;Barangbaringan;BN1;West;Calcarina;spengleri;Calcarina_spengleri;1997;1;slope;no;11;90;3;0.375;RA
BaBaW3;BBW;Barangbaringan;BN1;West;Heterostegina;depressa;Heterostegina_depressa;1997;1;slope;no;11;30;3;0.375;RA
BaBaW6;BBW;Barangbaringan;BN1;West;Amphistegina;lessonii;Amphistegina_lessonii;1997;1;slope;no;11;90;6;0.75;RA
BaBaW6;BBW;Barangbaringan;BN1;West;Amphistegina;lobifera;Amphistegina_lobifera;1997;1;slope;no;11;3;6;0.75;RA
BaBaW6;BBW;Barangbaringan;BN1;West;Amphistegina;radiata;Amphistegina_radiata;1997;1;slope;no;11;90;6;0.75;RA
BCW12;BCW;Barangcaddi;BC4;West;Amphisorus;SpS;Amphisorus_SpS;1997;4;slope;yes;14;3;12;0.632;R
BCW12;BCW;Barangcaddi;BC4;West;Amphistegina;lessonii;Amphistegina_lessonii;1997;4;slope;yes;14;57;12;0.632;R
BCW12;BCW;Barangcaddi;BC4;West;Amphistegina;radiata;Amphistegina_radiata;1997;4;slope;yes;14;78;12;0.632;R
BCW12;BCW;Barangcaddi;BC4;West;Baculogypsinoides;spinosus;Baculogypsinoides_spinosus;1997;4;slope;yes;14;9;12;0.632;R
BCW12;BCW;Barangcaddi;BC4;West;Calcarina;mayori;Calcarina_mayori;1997;4;slope;yes;14;6;12;0.632;R
BCW12;BCW;Barangcaddi;BC4;West;Calcarina;spengleri;Calcarina_spengleri;1997;4;slope;yes;14;9;12;0.632;R
BCW12;BCW;Barangcaddi;BC4;West;Heterostegina;depressa;Heterostegina_depressa;1997;4;slope;yes;14;57;12;0.632;R
BCW15;BCW;Barangcaddi;BC4;West;Amphistegina;lessonii;Amphistegina_lessonii;1997;4;slope;yes;14;57;15;0.789;R
BCW15;BCW;Barangcaddi;BC4;West;Amphistegina;radiata;Amphistegina_radiata;1997;4;slope;yes;14;54;15;0.789;R
BCW15;BCW;Barangcaddi;BC4;West;Baculogypsinoides;spinosus;Baculogypsinoides_spinosus;1997;4;slope;yes;14;1;15;0.789;R
BCW15;BCW;Barangcaddi;BC4;West;Calcarina;mayori;Calcarina_mayori;1997;4;slope;yes;14;5;15;0.789;R
BCW15;BCW;Barangcaddi;BC4;West;Calcarina;spengleri;Calcarina_spengleri;1997;4;slope;yes;14;36;15;0.789;R
BCW15;BCW;Barangcaddi;BC4;West;Heterostegina;depressa;Heterostegina_depressa;1997;4;slope;yes;14;32;15;0.789;R
BCW15;BCW;Barangcaddi;BC4;West;Neorotalia;calcar;Neorotalia_calcar;1997;4;slope;yes;14;4;15;0.789;R
BCW15;BCW;Barangcaddi;BC4;West;Sorites;orbiculus;Sorites_orbiculus;1997;4;slope;yes;14;2;15;0.789;R
BCW18;BCW;Barangcaddi;BC4;West;Amphistegina;lessonii;Amphistegina_lessonii;1997;4;slope;yes;14;111;18;0.947;RS
BCW18;BCW;Barangcaddi;BC4;West;Amphistegina;radiata;Amphistegina_radiata;1997;4;slope;yes;14;3;18;0.947;RS
BCW18;BCW;Barangcaddi;BC4;West;Baculogypsinoides;spinosus;Baculogypsinoides_spinosus;1997;4;slope;yes;14;3;18;0.947;RS
BCW18;BCW;Barangcaddi;BC4;West;Heterostegina;depressa;Heterostegina_depressa;1997;4;slope;yes;14;10;18;0.947;RS
BCW18;BCW;Barangcaddi;BC4;West;Operculina;ammonoides;Operculina_ammonoides;1997;4;slope;yes;14;12;18;0.947;RS
BCW3;BCW;Barangcaddi;BC4;West;Amphistegina;lessonii;Amphistegina_lessonii;1997;4;slope;yes;14;30;3;0.158;R
BCW3;BCW;Barangcaddi;BC4;West;Amphistegina;lobifera;Amphistegina_lobifera;1997;4;slope;yes;14;76;3;0.158;R
BCW3;BCW;Barangcaddi;BC4;West;Calcarina;sp2;Calcarina_sp2;1997;4;slope;yes;14;56;3;0.158;R
BCW3;BCW;Barangcaddi;BC4;West;Calcarina;spengleri;Calcarina_spengleri;1997;4;slope;yes;14;10;3;0.158;R
BCW3;BCW;Barangcaddi;BC4;West;Heterostegina;depressa;Heterostegina_depressa;1997;4;slope;yes;14;2;3;0.158;R
BCW6;BCW;Barangcaddi;BC4;West;Amphisorus;SpS;Amphisorus_SpS;1997;4;slope;yes;14;10;6;0.316;R
BCW6;BCW;Barangcaddi;BC4;West;Amphistegina;lessonii;Amphistegina_lessonii;1997;4;slope;yes;14;120;6;0.316;R
BCW6;BCW;Barangcaddi;BC4;West;Amphistegina;lobifera;Amphistegina_lobifera;1997;4;slope;yes;14;12;6;0.316;R
BCW6;BCW;Barangcaddi;BC4;West;Amphistegina;radiata;Amphistegina_radiata;1997;4;slope;yes;14;2;6;0.316;R
BCW6;BCW;Barangcaddi;BC4;West;Calcarina;sp2;Calcarina_sp2;1997;4;slope;yes;14;4;6;0.316;R
BCW6;BCW;Barangcaddi;BC4;West;Heterostegina;depressa;Heterostegina_depressa;1997;4;slope;yes;14;6;6;0.316;R
BCW8;BCW;Barangcaddi;BC4;West;Amphisorus;SpS;Amphisorus_SpS;1997;4;slope;yes;14;23;8;0.421;R
BCW8;BCW;Barangcaddi;BC4;West;Amphistegina;lessonii;Amphistegina_lessonii;1997;4;slope;yes;14;23;8;0.421;R
BCW8;BCW;Barangcaddi;BC4;West;Amphistegina;radiata;Amphistegina_radiata;1997;4;slope;yes;14;110;8;0.421;R
BCW8;BCW;Barangcaddi;BC4;West;Calcarina;mayori;Calcarina_mayori;1997;4;slope;yes;14;4;8;0.421;R
BCW8;BCW;Barangcaddi;BC4;West;Calcarina;spengleri;Calcarina_spengleri;1997;4;slope;yes;14;46;8;0.421;R
BCW8;BCW;Barangcaddi;BC4;West;Heterostegina;depressa;Heterostegina_depressa;1997;4;slope;yes;14;89;8;0.421;R
BCW8;BCW;Barangcaddi;BC4;West;Peneroplis;pertusus;Peneroplis_pertusus;1997;4;slope;yes;14;1;8;0.421;R
BCW8;BCW;Barangcaddi;BC4;West;Sorites;orbiculus;Sorites_orbiculus;1997;4;slope;yes;14;2;8;0.421;R
BCW9;BCW;Barangcaddi;BC4;West;Amphistegina;lessonii;Amphistegina_lessonii;1997;4;slope;yes;14;184;9;0.474;R
BCW9;BCW;Barangcaddi;BC4;West;Amphistegina;radiata;Amphistegina_radiata;1997;4;slope;yes;14;45;9;0.474;R
BCW9;BCW;Barangcaddi;BC4;West;Heterostegina;depressa;Heterostegina_depressa;1997;4;slope;yes;14;19;9;0.474;R
BCW-rf1;BCW;Barangcaddi;BC4;West;Amphisorus;SpS;Amphisorus_SpS;1997;4;flat;yes;14;32;1;0.053;R
BCW-rf1;BCW;Barangcaddi;BC4;West;Amphistegina;lessonii;Amphistegina_lessonii;1997;4;flat;yes;14;2;1;0.053;R
BCW-rf1;BCW;Barangcaddi;BC4;West;Amphistegina;lobifera;Amphistegina_lobifera;1997;4;flat;yes;14;156;1;0.053;R
BCW-rf1;BCW;Barangcaddi;BC4;West;Amphistegina;radiata;Amphistegina_radiata;1997;4;flat;yes;14;3;1;0.053;R
BCW-rf1;BCW;Barangcaddi;BC4;West;Calcarina;sp2;Calcarina_sp2;1997;4;flat;yes;14;25;1;0.053;R
BCW-rf1;BCW;Barangcaddi;BC4;West;Heterostegina;depressa;Heterostegina_depressa;1997;4;flat;yes;14;2;1;0.053;R
BCW-rf1;BCW;Barangcaddi;BC4;West;Neorotalia;gaimardi;Neorotalia_gaimardi;1997;4;flat;yes;14;4;1;0.053;R
BCW-rf1;BCW;Barangcaddi;BC4;West;Peneroplis;planatus;Peneroplis_planatus;1997;4;flat;yes;14;14;1;0.053;R
BCW-rf1;BCW;Barangcaddi;BC4;West;Sorites;orbiculus;Sorites_orbiculus;1997;4;flat;yes;14;2;1;0.053;R
BCW-rf2;BCW;Barangcaddi;BC4;West;Amphisorus;SpS;Amphisorus_SpS;1997;4;flat;yes;14;41;1;0.053;R
BCW-rf2;BCW;Barangcaddi;BC4;West;Amphistegina;lessonii;Amphistegina_lessonii;1997;4;flat;yes;14;4;1;0.053;R
BCW-rf2;BCW;Barangcaddi;BC4;West;Amphistegina;lobifera;Amphistegina_lobifera;1997;4;flat;yes;14;143;1;0.053;R
BCW-rf2;BCW;Barangcaddi;BC4;West;Calcarina;sp2;Calcarina_sp2;1997;4;flat;yes;14;14;1;0.053;R
BCW-rf2;BCW;Barangcaddi;BC4;West;Calcarina;spengleri;Calcarina_spengleri;1997;4;flat;yes;14;2;1;0.053;R
BCW-rf2;BCW;Barangcaddi;BC4;West;Heterostegina;depressa;Heterostegina_depressa;1997;4;flat;yes;14;1;1;0.053;R
BCW-rf2;BCW;Barangcaddi;BC4;West;Neorotalia;gaimardi;Neorotalia_gaimardi;1997;4;flat;yes;14;1;1;0.053;R
BCW-rf2;BCW;Barangcaddi;BC4;West;Peneroplis;planatus;Peneroplis_planatus;1997;4;flat;yes;14;17;1;0.053;R
BCW-rf2;BCW;Barangcaddi;BC4;West;Sorites;orbiculus;Sorites_orbiculus;1997;4;flat;yes;14;4;1;0.053;R
BCW-rf3;BCW;Barangcaddi;BC4;West;Amphisorus;SpS;Amphisorus_SpS;1997;4;flat;yes;14;21;1;0.053;R
BCW-rf3;BCW;Barangcaddi;BC4;West;Amphistegina;lessonii;Amphistegina_lessonii;1997;4;flat;yes;14;1;1;0.053;R
BCW-rf3;BCW;Barangcaddi;BC4;West;Amphistegina;lobifera;Amphistegina_lobifera;1997;4;flat;yes;14;231;1;0.053;R
BCW-rf3;BCW;Barangcaddi;BC4;West;Amphistegina;radiata;Amphistegina_radiata;1997;4;flat;yes;14;1;1;0.053;R
BCW-rf3;BCW;Barangcaddi;BC4;West;Calcarina;sp2;Calcarina_sp2;1997;4;flat;yes;14;5;1;0.053;R
BCW-rf3;BCW;Barangcaddi;BC4;West;Neorotalia;calcar;Neorotalia_calcar;1997;4;flat;yes;14;1;1;0.053;R
BCW-rf3;BCW;Barangcaddi;BC4;West;Neorotalia;gaimardi;Neorotalia_gaimardi;1997;4;flat;yes;14;2;1;0.053;R
BCW-rf3;BCW;Barangcaddi;BC4;West;Peneroplis;planatus;Peneroplis_planatus;1997;4;flat;yes;14;2;1;0.053;R
BCW-rf3;BCW;Barangcaddi;BC4;West;Sorites;orbiculus;Sorites_orbiculus;1997;4;flat;yes;14;11;1;0.053;R
BLW02;BLW;Baranglompo;BL3;West;Amphisorus;SpS;Amphisorus_SpS;1997;3;slope;yes;17;3;2;0.091;R
BLW02;BLW;Baranglompo;BL3;West;Amphistegina;lessonii;Amphistegina_lessonii;1997;3;slope;yes;17;12;2;0.091;R
BLW02;BLW;Baranglompo;BL3;West;Amphistegina;lobifera;Amphistegina_lobifera;1997;3;slope;yes;17;98;2;0.091;R
BLW02;BLW;Baranglompo;BL3;West;Calcarina;sp2;Calcarina_sp2;1997;3;slope;yes;17;10;2;0.091;R
BLW02;BLW;Baranglompo;BL3;West;Heterostegina;depressa;Heterostegina_depressa;1997;3;slope;yes;17;2;2;0.091;R
BLW03;BLW;Baranglompo;BL3;West;Amphisorus;SpS;Amphisorus_SpS;1997;3;slope;yes;17;12;3;0.136;R
BLW03;BLW;Baranglompo;BL3;West;Amphistegina;lessonii;Amphistegina_lessonii;1997;3;slope;yes;17;30;3;0.136;R
BLW03;BLW;Baranglompo;BL3;West;Amphistegina;lobifera;Amphistegina_lobifera;1997;3;slope;yes;17;68;3;0.136;R
BLW03;BLW;Baranglompo;BL3;West;Calcarina;sp2;Calcarina_sp2;1997;3;slope;yes;17;15;3;0.136;R
BLW03;BLW;Baranglompo;BL3;West;Heterostegina;depressa;Heterostegina_depressa;1997;3;slope;yes;17;5;3;0.136;R
BLW06;BLW;Baranglompo;BL3;West;Amphisorus;SpS;Amphisorus_SpS;1997;3;slope;yes;17;10;6;0.273;R
BLW06;BLW;Baranglompo;BL3;West;Amphistegina;lessonii;Amphistegina_lessonii;1997;3;slope;yes;17;74;6;0.273;R
BLW06;BLW;Baranglompo;BL3;West;Amphistegina;lobifera;Amphistegina_lobifera;1997;3;slope;yes;17;14;6;0.273;R
BLW06;BLW;Baranglompo;BL3;West;Amphistegina;radiata;Amphistegina_radiata;1997;3;slope;yes;17;10;6;0.273;R
BLW06;BLW;Baranglompo;BL3;West;Calcarina;mayori;Calcarina_mayori;1997;3;slope;yes;17;5;6;0.273;R
BLW06;BLW;Baranglompo;BL3;West;Calcarina;spengleri;Calcarina_spengleri;1997;3;slope;yes;17;59;6;0.273;R
BLW06;BLW;Baranglompo;BL3;West;Heterostegina;depressa;Heterostegina_depressa;1997;3;slope;yes;17;56;6;0.273;R
BLW09;BLW;Baranglompo;BL3;West;Amphistegina;lessonii;Amphistegina_lessonii;1997;3;slope;yes;17;56;9;0.409;R
BLW09;BLW;Baranglompo;BL3;West;Amphistegina;radiata;Amphistegina_radiata;1997;3;slope;yes;17;30;9;0.409;R
BLW09;BLW;Baranglompo;BL3;West;Calcarina;mayori;Calcarina_mayori;1997;3;slope;yes;17;5;9;0.409;R
BLW09;BLW;Baranglompo;BL3;West;Calcarina;spengleri;Calcarina_spengleri;1997;3;slope;yes;17;84;9;0.409;R
BLW09;BLW;Baranglompo;BL3;West;Heterostegina;depressa;Heterostegina_depressa;1997;3;slope;yes;17;78;9;0.409;R
BLW12;BLW;Baranglompo;BL3;West;Amphistegina;lessonii;Amphistegina_lessonii;1997;3;slope;yes;17;43;12;0.545;R
BLW12;BLW;Baranglompo;BL3;West;Amphistegina;radiata;Amphistegina_radiata;1997;3;slope;yes;17;22;12;0.545;R
BLW12;BLW;Baranglompo;BL3;West;Calcarina;mayori;Calcarina_mayori;1997;3;slope;yes;17;9;12;0.545;R
BLW12;BLW;Baranglompo;BL3;West;Calcarina;spengleri;Calcarina_spengleri;1997;3;slope;yes;17;67;12;0.545;R
BLW12;BLW;Baranglompo;BL3;West;Heterostegina;depressa;Heterostegina_depressa;1997;3;slope;yes;17;44;12;0.545;R
BLW15;BLW;Baranglompo;BL3;West;Amphistegina;lessonii;Amphistegina_lessonii;1997;3;slope;yes;17;45;15;0.682;R
BLW15;BLW;Baranglompo;BL3;West;Amphistegina;radiata;Amphistegina_radiata;1997;3;slope;yes;17;55;15;0.682;R
BLW15;BLW;Baranglompo;BL3;West;Calcarina;mayori;Calcarina_mayori;1997;3;slope;yes;17;7;15;0.682;R
BLW15;BLW;Baranglompo;BL3;West;Calcarina;spengleri;Calcarina_spengleri;1997;3;slope;yes;17;56;15;0.682;R
BLW15;BLW;Baranglompo;BL3;West;Heterostegina;depressa;Heterostegina_depressa;1997;3;slope;yes;17;33;15;0.682;R
BLW18;BLW;Baranglompo;BL3;West;Amphistegina;lessonii;Amphistegina_lessonii;1997;3;slope;yes;17;68;18;0.818;R
BLW18;BLW;Baranglompo;BL3;West;Amphistegina;radiata;Amphistegina_radiata;1997;3;slope;yes;17;68;18;0.818;R
BLW18;BLW;Baranglompo;BL3;West;Calcarina;mayori;Calcarina_mayori;1997;3;slope;yes;17;7;18;0.818;R
BLW18;BLW;Baranglompo;BL3;West;Calcarina;spengleri;Calcarina_spengleri;1997;3;slope;yes;17;40;18;0.818;R
BLW18;BLW;Baranglompo;BL3;West;Heterostegina;depressa;Heterostegina_depressa;1997;3;slope;yes;17;67;18;0.818;R
BLW21;BLW;Baranglompo;BL3;West;Amphistegina;lessonii;Amphistegina_lessonii;1997;3;slope;yes;17;64;21;0.955;RS
BLW21;BLW;Baranglompo;BL3;West;Amphistegina;radiata;Amphistegina_radiata;1997;3;slope;yes;17;78;21;0.955;RS
BLW21;BLW;Baranglompo;BL3;West;Baculogypsinoides;spinosus;Baculogypsinoides_spinosus;1997;3;slope;yes;17;10;21;0.955;RS
BLW21;BLW;Baranglompo;BL3;West;Heterostegina;depressa;Heterostegina_depressa;1997;3;slope;yes;17;55;21;0.955;RS
BLW21;BLW;Baranglompo;BL3;West;Operculina;ammonoides;Operculina_ammonoides;1997;3;slope;yes;17;14;21;0.955;RS
BLW-rf1;BLW;Baranglompo;BL3;West;Amphisorus;SpS;Amphisorus_SpS;1997;3;flat;yes;17;12;1;0.045;SG
BLW-rf1;BLW;Baranglompo;BL3;West;Amphistegina;lobifera;Amphistegina_lobifera;1997;3;flat;yes;17;45;1;0.045;SG
BLW-rf1;BLW;Baranglompo;BL3;West;Calcarina;sp2;Calcarina_sp2;1997;3;flat;yes;17;111;1;0.045;SG
BLW-rf1;BLW;Baranglompo;BL3;West;Neorotalia;gaimardi;Neorotalia_gaimardi;1997;3;flat;yes;17;45;1;0.045;SG
BLW-rf1;BLW;Baranglompo;BL3;West;Peneroplis;planatus;Peneroplis_planatus;1997;3;flat;yes;17;23;1;0.045;SG
BLW-rf1;BLW;Baranglompo;BL3;West;Sorites;orbiculus;Sorites_orbiculus;1997;3;flat;yes;17;89;1;0.045;SG
BLW-rf2;BLW;Baranglompo;BL3;West;Amphisorus;SpS;Amphisorus_SpS;1997;3;flat;yes;17;1;1;0.045;SG
BLW-rf2;BLW;Baranglompo;BL3;West;Amphistegina;lessonii;Amphistegina_lessonii;1997;3;flat;yes;17;1;1;0.045;SG
BLW-rf2;BLW;Baranglompo;BL3;West;Amphistegina;lobifera;Amphistegina_lobifera;1997;3;flat;yes;17;34;1;0.045;SG
BLW-rf2;BLW;Baranglompo;BL3;West;Calcarina;sp2;Calcarina_sp2;1997;3;flat;yes;17;56;1;0.045;SG
BLW-rf2;BLW;Baranglompo;BL3;West;Neorotalia;gaimardi;Neorotalia_gaimardi;1997;3;flat;yes;17;67;1;0.045;SG
BLW-rf2;BLW;Baranglompo;BL3;West;Peneroplis;planatus;Peneroplis_planatus;1997;3;flat;yes;17;12;1;0.045;SG
BLW-rf2;BLW;Baranglompo;BL3;West;Sorites;orbiculus;Sorites_orbiculus;1997;3;flat;yes;17;45;1;0.045;SG
BLW-rf3;BLW;Baranglompo;BL3;West;Amphisorus;SpS;Amphisorus_SpS;1997;3;flat;yes;17;10;1;0.045;SG
BLW-rf3;BLW;Baranglompo;BL3;West;Amphistegina;lobifera;Amphistegina_lobifera;1997;3;flat;yes;17;23;1;0.045;SG
BLW-rf3;BLW;Baranglompo;BL3;West;Calcarina;sp2;Calcarina_sp2;1997;3;flat;yes;17;67;1;0.045;SG
BLW-rf3;BLW;Baranglompo;BL3;West;Neorotalia;gaimardi;Neorotalia_gaimardi;1997;3;flat;yes;17;34;1;0.045;SG
BLW-rf3;BLW;Baranglompo;BL3;West;Peneroplis;planatus;Peneroplis_planatus;1997;3;flat;yes;17;45;1;0.045;SG
BLW-rf3;BLW;Baranglompo;BL3;West;Sorites;orbiculus;Sorites_orbiculus;1997;3;flat;yes;17;67;1;0.045;SG
BoBakW12;BakuW;Bone Baku;TB3;West;Amphistegina;lessonii;Amphistegina_lessonii;1997;3;slope;no;8;87;12;0.923;RS
BoBakW12;BakuW;Bone Baku;TB3;West;Amphistegina;radiata;Amphistegina_radiata;1997;3;slope;no;8;54;12;0.923;RS
BoBakW12;BakuW;Bone Baku;TB3;West;Calcarina;spengleri;Calcarina_spengleri;1997;3;slope;no;8;9;12;0.923;RS
BoBakW12;BakuW;Bone Baku;TB3;West;Heterostegina;depressa;Heterostegina_depressa;1997;3;slope;no;8;21;12;0.923;RS
BoBakW4;BakuW;Bone Baku;TB3;West;Amphisorus;SpS;Amphisorus_SpS;1997;3;slope;no;8;20;4;0.308;RS
BoBakW4;BakuW;Bone Baku;TB3;West;Amphistegina;lessonii;Amphistegina_lessonii;1997;3;slope;no;8;101;4;0.308;RS
BoBakW4;BakuW;Bone Baku;TB3;West;Amphistegina;lobifera;Amphistegina_lobifera;1997;3;slope;no;8;246;4;0.308;RS
BoBakW4;BakuW;Bone Baku;TB3;West;Amphistegina;radiata;Amphistegina_radiata;1997;3;slope;no;8;7;4;0.308;RS
BoBakW4;BakuW;Bone Baku;TB3;West;Calcarina;spengleri;Calcarina_spengleri;1997;3;slope;no;8;4;4;0.308;RS
BoBakW4;BakuW;Bone Baku;TB3;West;Heterostegina;depressa;Heterostegina_depressa;1997;3;slope;no;8;6;4;0.308;RS
BoBakW6;BakuW;Bone Baku;TB3;West;Amphisorus;SpS;Amphisorus_SpS;1997;3;slope;no;8;30;6;0.462;RS
BoBakW6;BakuW;Bone Baku;TB3;West;Amphistegina;lessonii;Amphistegina_lessonii;1997;3;slope;no;8;98;6;0.462;RS
BoBakW6;BakuW;Bone Baku;TB3;West;Amphistegina;lobifera;Amphistegina_lobifera;1997;3;slope;no;8;31;6;0.462;RS
BoBakW6;BakuW;Bone Baku;TB3;West;Amphistegina;radiata;Amphistegina_radiata;1997;3;slope;no;8;13;6;0.462;RS
BoBakW6;BakuW;Bone Baku;TB3;West;Calcarina;spengleri;Calcarina_spengleri;1997;3;slope;no;8;14;6;0.462;RS
BoBakW6;BakuW;Bone Baku;TB3;West;Heterostegina;depressa;Heterostegina_depressa;1997;3;slope;no;8;21;6;0.462;RS
BoBakW6;BakuW;Bone Baku;TB3;West;Operculina;ammonoides;Operculina_ammonoides;1997;3;slope;no;8;2;6;0.462;RS
BoBakW9;BakuW;Bone Baku;TB3;West;Amphistegina;lessonii;Amphistegina_lessonii;1997;3;slope;no;8;158;9;0.692;RS
BoBakW9;BakuW;Bone Baku;TB3;West;Amphistegina;lobifera;Amphistegina_lobifera;1997;3;slope;no;8;6;9;0.692;RS
BoBakW9;BakuW;Bone Baku;TB3;West;Amphistegina;radiata;Amphistegina_radiata;1997;3;slope;no;8;24;9;0.692;RS
BoBakW9;BakuW;Bone Baku;TB3;West;Calcarina;spengleri;Calcarina_spengleri;1997;3;slope;no;8;3;9;0.692;RS
BoBakW9;BakuW;Bone Baku;TB3;West;Heterostegina;depressa;Heterostegina_depressa;1997;3;slope;no;8;12;9;0.692;RS
BoBakW9;BakuW;Bone Baku;TB3;West;Operculina;ammonoides;Operculina_ammonoides;1997;3;slope;no;8;1;9;0.692;RS
BoBakW9;BakuW;Bone Baku;TB3;West;Parasorites;sp2;Parasorites_sp2;1997;3;slope;no;8;1;9;0.692;RS
BTW10;BTW;Bonetambung;BT4;West;Amphisorus;SpL;Amphisorus_SpL;1997;4;slope;yes;22;16;10;0.4;R
BTW10;BTW;Bonetambung;BT4;West;Amphistegina;lessonii;Amphistegina_lessonii;1997;4;slope;yes;22;110;10;0.4;R
BTW10;BTW;Bonetambung;BT4;West;Amphistegina;radiata;Amphistegina_radiata;1997;4;slope;yes;22;22;10;0.4;R
BTW10;BTW;Bonetambung;BT4;West;Calcarina;sp2;Calcarina_sp2;1997;4;slope;yes;22;10;10;0.4;R
BTW10;BTW;Bonetambung;BT4;West;Heterostegina;depressa;Heterostegina_depressa;1997;4;slope;yes;22;25;10;0.4;R
BTW10;BTW;Bonetambung;BT4;West;Neorotalia;calcar;Neorotalia_calcar;1997;4;slope;yes;22;1;10;0.4;R
BTW10;BTW;Bonetambung;BT4;West;Sorites;orbiculus;Sorites_orbiculus;1997;4;slope;yes;22;2;10;0.4;R
BTW10-2;BTW;Bonetambung;BT4;West;Amphisorus;SpL;Amphisorus_SpL;1997;4;slope;yes;22;68;10;0.4;R
BTW10-2;BTW;Bonetambung;BT4;West;Amphistegina;lessonii;Amphistegina_lessonii;1997;4;slope;yes;22;141;10;0.4;R
BTW10-2;BTW;Bonetambung;BT4;West;Amphistegina;radiata;Amphistegina_radiata;1997;4;slope;yes;22;86;10;0.4;R
BTW10-2;BTW;Bonetambung;BT4;West;Calcarina;spengleri;Calcarina_spengleri;1997;4;slope;yes;22;34;10;0.4;R
BTW10-2;BTW;Bonetambung;BT4;West;Elphidium;craticulatum;Elphidium_craticulatum;1997;4;slope;yes;22;1;10;0.4;R
BTW10-2;BTW;Bonetambung;BT4;West;Heterostegina;depressa;Heterostegina_depressa;1997;4;slope;yes;22;49;10;0.4;R
BTW10-2;BTW;Bonetambung;BT4;West;Sorites;orbiculus;Sorites_orbiculus;1997;4;slope;yes;22;3;10;0.4;R
BTW12;BTW;Bonetambung;BT4;West;Amphistegina;lessonii;Amphistegina_lessonii;1997;4;slope;yes;22;42;12;0.48;R
BTW12;BTW;Bonetambung;BT4;West;Amphistegina;radiata;Amphistegina_radiata;1997;4;slope;yes;22;18;12;0.48;R
BTW12;BTW;Bonetambung;BT4;West;Baculogypsinoides;spinosus;Baculogypsinoides_spinosus;1997;4;slope;yes;22;10;12;0.48;R
BTW12;BTW;Bonetambung;BT4;West;Calcarina;spengleri;Calcarina_spengleri;1997;4;slope;yes;22;94;12;0.48;R
BTW12;BTW;Bonetambung;BT4;West;Elphidium;craticulatum;Elphidium_craticulatum;1997;4;slope;yes;22;1;12;0.48;R
BTW12;BTW;Bonetambung;BT4;West;Heterostegina;depressa;Heterostegina_depressa;1997;4;slope;yes;22;30;12;0.48;R
BTW12;BTW;Bonetambung;BT4;West;Parasorites;sp2;Parasorites_sp2;1997;4;slope;yes;22;5;12;0.48;R
BTW15;BTW;Bonetambung;BT4;West;Amphisorus;SpL;Amphisorus_SpL;1997;4;slope;yes;22;4;15;0.6;R
BTW15;BTW;Bonetambung;BT4;West;Amphistegina;lessonii;Amphistegina_lessonii;1997;4;slope;yes;22;83;15;0.6;R
BTW15;BTW;Bonetambung;BT4;West;Amphistegina;radiata;Amphistegina_radiata;1997;4;slope;yes;22;48;15;0.6;R
BTW15;BTW;Bonetambung;BT4;West;Baculogypsinoides;spinosus;Baculogypsinoides_spinosus;1997;4;slope;yes;22;1;15;0.6;R
BTW15;BTW;Bonetambung;BT4;West;Calcarina;mayori;Calcarina_mayori;1997;4;slope;yes;22;1;15;0.6;R
BTW15;BTW;Bonetambung;BT4;West;Calcarina;spengleri;Calcarina_spengleri;1997;4;slope;yes;22;39;15;0.6;R
BTW15;BTW;Bonetambung;BT4;West;Heterostegina;depressa;Heterostegina_depressa;1997;4;slope;yes;22;26;15;0.6;R
BTW15;BTW;Bonetambung;BT4;West;Sorites;orbiculus;Sorites_orbiculus;1997;4;slope;yes;22;1;15;0.6;R
BTW18;BTW;Bonetambung;BT4;West;Amphistegina;lessonii;Amphistegina_lessonii;1997;4;slope;yes;22;60;18;0.72;R
BTW18;BTW;Bonetambung;BT4;West;Amphistegina;radiata;Amphistegina_radiata;1997;4;slope;yes;22;99;18;0.72;R
BTW18;BTW;Bonetambung;BT4;West;Baculogypsinoides;spinosus;Baculogypsinoides_spinosus;1997;4;slope;yes;22;2;18;0.72;R
BTW18;BTW;Bonetambung;BT4;West;Calcarina;spengleri;Calcarina_spengleri;1997;4;slope;yes;22;21;18;0.72;R
